variable_id,mz,rt,QC_001,QC_002,QC_003,QC_004,QC_005,QC_006,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,QC_008,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020,MT_021,QC_009,MT_022,MT_023,MT_024,MT_025,MT_026,MT_027,QC_010,WT_001,MT_028,MT_029,MT_030,MT_031,MT_032,MT_033,MT_034,QC_011,WT_002,MT_035,MT_036,MT_037,MT_038,MT_039,MT_040,MT_041,MT_042,MT_043,MT_044,MT_045,QC_012,MT_046,MT_047,MT_048,MT_049,MT_050,MT_051,MT_052,MT_053,MT_054,MT_055,QC_013,MT_056,MT_057,MT_058,MT_059,MT_060,MT_061,MT_062,MT_063,MT_064,QC_014,MT_065,MT_066,MT_067,MT_068,MT_069,MT_070,MT_071,MT_072,QC_015,MT_073,MT_074,MT_075,MT_076,MT_077,MT_078,MT_079,MT_080,MT_081,MT_082,QC_016,MT_083,MT_084,MT_085,MT_086,MT_087,MT_088,MT_089,MT_090,MT_091,MT_092,MT_093,MT_094,MT_095,QC_017,MT_096,MT_097,MT_098,MT_099,MT_100,MT_101,MT_102,MT_103,MT_104,MT_105,MT_106,QC_018,MT_107,MT_108,MT_109,MT_110,MT_111,MT_112,MT_113,QC_019,MT_114,MT_115,MT_116,MT_117,MT_118,MT_119,MT_120,MT_121,QC_020,MT_122,MT_123,MT_124,MT_125,MT_126,WT_003,MT_127,MT_128,MT_129,MT_130,QC_021,MT_131,MT_132,MT_133,MT_134,MT_135,MT_136,MT_137,MT_139,MT_140,QC_022,MT_141,MT_142,MT_138,MT_143,MT_144,MT_145,MT_146,QC_023,MT_147,MT_148,MT_149,MT_150,MT_151,MT_152,MT_153,QC_024,WT_004,MT_154,MT_155,MT_156,MT_157,MT_158,MT_159,MT_160,MT_161,MT_162,MT_163,QC_025,MT_164,MT_165,MT_166,WT_005,MT_167,MT_168,MT_169,MT_170,MT_171,MT_172,MT_173,MT_174,QC_026,MT_175,MT_176,MT_177,MT_178,WT_006,MT_179,MT_180,MT_181,MT_182,MT_183,MT_184,MT_185,QC_027,MT_186,MT_187,MT_188,MT_189,MT_190,MT_191,QC_028,MT_192,MT_193,MT_194,MT_195,MT_196,MT_197,MT_198,MT_199,QC_029,WT_007,MT_200,MT_201,MT_202,MT_203,MT_204,MT_205,MT_206,QC_030
Met_neg_1823,723.3805542,13.89677476,319976,316912,302111,318794,316890,302649,86177,68561,85534,79058,64052,52828,78308,74803,59363,20913,101499,102303,298044,36034,152295,134788,73661,148982,55887,48810,69603,25868,299670,27385,142765,90529,86369,63480,88679,313590,65358,63299,78081,69783,97003,63326,41504,41560,254253,93338,73994,33598,52538,58085,40381,49206,29654,36201,29287,12830,23804,246352,1551,29309,41875,49422,59819,19232,72035,40750,82590,48600,251195,34221,27112,34949,36180,50111,139019,122239,105762,29327,189934,39128,30667,44592,39081,51566,63060,77208,77930,249471,35214,52079,58058,67711,76670,17223,21547,18574,78494,87977,217628,55517,61827,29803,35055,72480,30734,35134,35991,21839,36114,29061,27394,12407,195065,71992,40277,21474,33521,14284,16833,21497,30762,8618,8231,13162,229652,15949,12477,18748,28219,6033,17256,16462,252918,65312,29524,47176,109857,60839,35412,27721,19041,225967,15897,18266,19746,67779,84784,74388,76783,103451,77481,92293,228178,67632,67753,36283,54524,39860,42414,31783,45012,48955,244358,42928,53334,87362,97388,112519,35253,90741,225983,108551,35725,103609,51594,55332,36296,767,223663,36477,43741,56430,27397,84612,35403,83922,48637,81243,56498,69827,234767,60941,56861,42222,81837,61387,46226,43184,71317,35059,39406,45170,24277,189921,115096,166187,122000,100047,101014,74109,63489,72205,63722,44063,70942,53085,244939,76068,64666,53667,74345,56148,39153,244866,136940,55331,55035,66449,47558,61074,95917,48994,257526,28789,35669,44770,46291,1002,41354,59431,77020,236714
Met_neg_1824,737.4111938,17.20404062,912002,903293,870168,856668,796698,2985,74068,74985,108323,113564,61713,868069,173989,744160,821732,9770,35973,1746,759170,57,906,502,123033,215614,176409,118092,2084,25762,714077,429,387,65051,3246,119261,121503,756412,704,116781,93447,199359,664521,175,1083,196,743721,752,112682,749,183,169944,119230,95339,1285,118392,66,21939,25314,3009,1187,2122,822843,216518,2438,1095,756828,1292,396028,375849,691492,234,59,94492,67739,79575,134593,206221,148275,102055,694588,1300,129196,124675,255,167145,236761,64477,71081,669692,144174,140588,622,168,468,48833,72371,114342,583,374,684818,73991,83348,73161,304,161874,90945,53509,38729,161,1219,61,17387,81446,664392,198684,391984,53685,63523,534,26544,122057,186427,614,2838,336,704682,53314,70792,1726,1109,114,75,44892,640554,185275,920,1031,126353,119690,397,37375,95290,655697,27595,83525,132890,277,810,522,195427,117572,1795,162770,1319,52975,54314,36,360,90616,172,429,53070,41020,643379,1279,128,1306,1304,74412,40637,553,574085,275102,44,1052,914,157700,800,85,596993,144550,742,153470,1017,648601,126847,503165,104464,786,438,798,550815,135385,336,1072,127174,223564,362119,140121,237,100999,241461,296,168315,585121,608,80201,146299,191806,59818,1135,861,113361,109785,101303,83,95362,570193,92664,73278,679475,335093,63092,50189,600814,685,57,66866,1152,545,124771,101743,142813,542758,314,24566,67605,42150,44,137846,97319,93304,520020
Met_neg_1826,311.2227783,13.40680392,365,21876,27184,21055,1102,21202,5223,896,541,52,110,86,14,182,206,119,17333,42,2173,37,141,17124,178,692,126,14121,4058,758,21197,315,296,579,530,1323,242,20244,27,145,162,409,66,1003,318,360,17100,36,144,14873,32,104,62,270,281,10380,307,22557,451,21901,441,534,45,104,19,554,549,918,124,23,727,4295,368,178,197,8636,371,414,211,191,445,82,567,298,5025,34,347,353,52,424,107,133,55,45,7437,738,231,6376,208,7702,18257,91,5396,748,227,279,379,272,382,288,90,52,816,6940,15677,269,35,356,101,50,254,707,10816,400,20237,76,19905,9214,14977,1083,93,725,14646,257,20588,207,20575,11374,7386,768,127,13983,29,16840,580,477,260,136,289,5910,137,7363,353,249,15929,13615,15215,642,105,45,409,16,31,415,1279,756,182,342,520,1235,454,348,1471,160,1836,150,17,232,524,260,1092,305,793,4119,225,675,935,1523,343,3077,168,50,1470,217,167,2036,69,60,22,87,245,252,499,61,357,20301,96,568,220,168,138,264,593,3870,72,6936,290,5337,175,202,54,137,162,283,1927,24326,374,60,7059,153,8471,151,45,67,19101,11515,179,22,60,124,292,705,377,19765
Met_neg_1828,821.468689,17.15406681,166661,153287,168294,109516,135140,113240,37063,NA,38906,NA,NA,80263,30310,51704,64789,2217,NA,16166,118870,7460,25263,NA,NA,25633,17686,13950,12167,14619,104573,NA,NA,12437,19036,28668,NA,115187,NA,17697,NA,34669,53637,NA,20967,9940,93538,NA,23348,11322,23619,NA,27873,23946,19176,NA,NA,2166,4340,108611,428,3518,52107,25083,8146,13500,35284,11372,7802,12569,94531,46648,54892,13388,19458,36164,98522,54359,46358,14943,125303,11086,20003,22753,17471,6965,23323,36463,36635,95700,20510,26436,27723,46100,29482,16255,9049,31526,47994,44315,98122,NA,NA,18747,16764,17053,43324,18159,18056,8720,16313,23072,20948,20096,103665,23373,17692,15512,43225,18358,15861,19033,21041,17898,1576,17706,121353,13214,28982,23728,14211,1021,18281,17893,82548,21928,11682,19599,12317,22773,14344,19067,19588,90689,23602,15246,15191,22866,18197,NA,14653,10438,44984,13913,83614,20887,31839,22961,41668,49049,22834,34152,20813,31572,83503,41269,14926,41209,12063,42607,11362,24661,75291,13554,NA,12603,6990,12575,26578,180,70215,11940,10904,11948,25804,42451,5461,33523,16259,16711,34549,4222,78198,17725,12593,9027,18320,18914,24523,21483,10062,28505,28265,29970,28835,70369,15031,8329,31875,15065,NA,19974,26435,25230,18215,9196,33436,7009,72878,11054,4117,34917,12069,13112,16773,85012,5072,23825,5610,20377,23605,2845,34282,2962,88143,NA,15303,6540,11905,19711,19658,27407,19765,48583
Met_neg_1830,519.1871338,7.280410516,1630,45186,4329,4876,40611,38926,9190,10001,18754,9430,2385,11666,16625,20866,7940,561,12346,15440,36480,2005,572,3180,2945,9248,14307,2471,9565,11517,1073,14950,9365,9164,10461,121,1579,2093,9426,1451,16476,1286,16237,8232,1252,2354,28933,16081,16847,21037,5396,10771,9363,8319,13628,968,10741,702,91,19708,23043,7025,9441,7697,9565,855,9894,5748,10700,7728,22157,4175,4601,4348,2915,4663,441,753,3051,3938,14398,460,4059,4912,1029,946,766,2714,2403,14250,1804,267,4123,5159,5066,4108,3097,4660,1965,1936,19233,754,1225,1236,3420,4214,2650,3728,2871,2388,2043,3734,3629,6669,1709,2528,4747,4730,4690,8848,2282,3645,7791,5973,5503,3192,12990,5051,6726,6508,2113,6259,1766,4692,19795,3274,4112,3020,4601,4160,8988,2997,3125,21842,443,186,4233,3684,468,7350,5324,646,2234,4809,14258,4566,8814,3282,3541,43,2534,1834,4747,698,17137,6756,5650,4531,1818,7558,7746,10911,22356,5388,2285,5123,234,1173,9199,10860,17280,6688,9112,5155,1940,7427,6321,8396,4633,7101,366,2683,24026,9319,7950,11233,5347,3236,6389,7735,6070,6249,118,126,7712,19967,3063,6068,3758,3544,2449,70,3860,8346,167,8131,490,5663,3891,8002,7788,7285,6828,1095,4262,33375,7437,6324,8894,5921,9061,4496,6703,8674,31584,4144,12256,5991,7836,10183,4578,5449,430,38871
Met_neg_1831,293.2122803,15.7931722,83,437,22075,18743,78,22337,3174,159,6990,4565,10313,2837,62,220,16249,80,9878,189,638,5144,25,599,260,10493,252,423,1510,5779,19610,1123,7291,215,12562,329,94,51,1814,5422,4028,3291,250,66,6023,123,765,6056,123,225,7803,1594,1967,6482,1664,5204,131,12616,13578,636,122,479,844,3546,105,4332,4205,3019,232,107,337,101,268,3183,395,7658,85,5814,231,7328,136,703,477,10254,846,1311,2823,6640,3487,137,3758,1410,2722,2718,6077,264,9752,2472,115,6583,18744,2704,488,15902,5837,7506,2053,5333,390,602,8880,6731,587,206,14402,4264,4720,599,89,152,9515,97,7902,7335,8869,3220,417,2656,5416,83,3768,8957,8453,86,159,15031,9009,8233,3665,3219,301,6310,1987,771,5484,6310,1300,4779,401,3240,224,6935,10284,5400,108,5713,6548,5017,357,4370,135,3039,5179,3679,11354,1051,463,2823,7571,1628,2211,2721,18076,6030,179,4955,4797,2229,6245,489,17895,515,2291,1811,4348,472,4514,16548,2588,1683,44,3258,17484,1514,4912,2603,2782,3049,4927,130,3846,4127,1380,814,1449,11631,2300,4117,5412,2437,3291,240,4634,4657,5417,2438,2435,2694,16808,1618,2084,6010,3420,2201,286,21004,5028,1543,4028,69,3046,5222,3245,2741,18881,1429,532,2647,322,2808,3377,2995,2052,21575
Met_neg_1832,693.3334351,12.12774208,213432,223330,812171,203254,200987,209081,287719,79956,65081,67844,77716,74402,40,121671,70595,257228,73229,525327,760811,50891,509445,94967,65599,408855,249573,193709,86228,47442,773483,187719,497249,51935,414281,54445,75407,197654,50429,61690,78557,73211,457701,86668,921,284448,190984,69244,56458,38770,44324,50187,253095,60479,292837,46280,50437,62838,12738,165431,245,35002,36,33457,175148,88,48893,22,54344,179285,160346,20152,22709,240,24802,134860,267472,58400,39834,97871,537960,80,67802,12969,108628,33207,32300,319,30445,549941,100349,117680,390,110,25804,181,5565,10723,177917,36703,136363,147744,34454,538,27577,62173,11353,13787,545,97,5898,73,132,332,144372,22231,12818,59,12619,423,514,326,30,30551,580,164,172536,12197,127,322,323,6702,240,10200,179561,19799,158,54717,43764,178,156,266,10923,156894,113,163,209,45525,41422,157729,42513,63098,36782,356,171187,22677,24001,19515,247,21521,206,414,178,74265,179888,33584,43963,210,298264,63074,137,401,168192,107702,292545,105822,72030,527,247,61,166540,90,38119,48294,1077,122172,848,88195,54572,52703,39727,248172,176359,47083,31652,183123,37477,54221,36640,39467,66915,40589,157548,41778,198123,170629,127358,164151,120768,80815,66034,62232,37681,222,42781,37863,243352,44487,215480,59292,48831,71237,149169,83,180983,209270,194089,32467,52609,241,47713,85342,112937,78923,202361,27668,40128,198484,840,11152,17336,30,353,679589
Met_neg_1834,477.0643005,8.565976784,205320,173407,183520,162496,160999,174562,22365,15932,9991,38951,311,1377,451,30335,22864,10496,110,291,163079,21862,73,155,11915,9110,10949,11560,11951,985,155056,21176,18773,15708,558,152,9914,2703,249,18618,253,8916,16959,1244,6458,12362,149422,9968,119,87,6250,2739,82,95,325923,6278,179,5506,234,151698,51072,389,51,12437,172,3082,338830,201838,18013,147331,153674,15176,9931,4071,4263,5526,91229,15031,44546,3386,124494,964,407,378,166,2780,219,7207,15251,142689,6702,22,335219,677,46,3945,2121,4172,603,349,135359,87,136,2836,845,813,288,1631,300,998,419,3297,233,3834,132024,2441,14091,120,317,1446,3032,5889,2223,637,2489,2632,145926,239,7586,1304,201,2319,1965,712,159023,20,507,4845,2948,4191,47,1967,963,137407,944,107,16864,6824,6889,6920,1315,9912,6346,7143,155915,3363,3545,91,30581,455,3639,385,412,406,144003,162235,6942,10011,130,369798,3748,963,134113,4092,8704,219,597,210916,3631,8371,144360,576,4004,10101,4509,219,21610,14770,307,4199,3929,24,131581,80317,4738,11976,4141,10777,10575,635,12259,28919,43566,336418,233036,123957,396,159,6446,35975,3705,4148,7394,13321,4472,8108,15930,8929,163797,12982,688,23102,12408,146014,158016,158234,396,134091,4569,7846,219,4137,4408,83,170104,2430,32,8125,2974,78,5100,466508,13308,166811
Met_neg_1836,606.1221313,11.23907055,191860,192571,212948,1253,185635,174826,23220,176,808,25728,451,21809,620,184,337,56217,34353,38445,199821,1431,38302,378,26511,556,33101,1743,27369,740,175857,1641,46940,418,297,36321,776,175328,500,529,911,85,1354,1035,2225,24257,178234,11712,485,17474,264,181,816,1088,22199,747,512,996,102,165525,476392,1033,507,97,74,4265,288,372,23533,324,158118,365,24985,178,109,338,932,396,562,1139,138308,305,211,173,173,6066,377,150,220,123085,99,457,117,435,90,165,3240,664,1490,1041,116092,482,188,241,359,58,84,2316,2497,1671,17,24,273,4004,125316,529,215,433,195,729,258,66,220,143,16,219,132345,268,230,2224,2249,70,335,630,125501,109,3494,4398,86,915,53,3227,80,127661,189,204,220,590,120,368,128,459,339,5866,113769,16764,32569,710,18958,741,69,583,60,696,131552,295,27,21771,138,535,608,380,1082,55,339,450,14857,49,499,720,109777,5330,9996,14248,10764,67,296,12444,307,43,378,80,98518,144,193,344,228,102,180,280,9853,1482,5322,904,72,109423,484,140,11570,116,60,230,166,171,8484,11564,33153,11885,3850,67,993,473,728,449,10388,118967,580,671,194,36,329,325,11456,37,138050,5259,14326,8894,7432,14,159,616,406,133086
Met_neg_1837,383.2437744,12.274156,32296,34877,35326,42486,36062,42835,5954,7208,222,9182,5128,11649,12380,14080,7353,7139,328,5462,2917,547,9187,13270,14124,12426,337,580,4463,65,35931,6007,10753,15626,14295,10493,523,41443,168,5105,10322,11559,11112,8620,10214,1490,27254,6591,4690,8678,9226,9603,8329,17491,2385,8303,952,241,7833,27293,NA,17133,6704,83,6588,1256,5422,80,4455,8219,32660,12017,5692,1819,496,745,1209,4832,93,1255,28596,2115,2035,154,3454,986,6849,6648,478,26157,3839,6870,209,10677,7454,1237,2692,116,1073,75,32483,19,996,1112,2090,152,31,39,3122,90,156,97,138,298,15001,337,6470,174,8548,8006,42,312,172,9156,4663,4235,36422,87,3456,9513,3211,7050,233,2751,134,540,1411,4413,834,5302,5587,770,10669,21741,3761,2375,2212,7868,5771,6769,5727,8354,7831,9303,30461,18095,14461,8796,172,10110,9445,9752,9255,9048,22844,7653,38,8271,1609,14763,17604,261,30842,151,5800,70,5632,50,1467,8032,31284,113,4732,7822,818,17,9510,7991,5497,646,438,340,30757,95,3096,10503,2519,7321,674,6068,5901,31,403,148,11060,39590,9263,225,8664,4618,2445,8840,7291,364,2188,8113,1006,690,26925,7382,6708,5286,3970,7152,8417,32986,6703,8703,5892,8568,9531,5807,11391,3901,40213,4577,14414,10737,329,13543,15686,335,10051,38706
Met_neg_1840,561.1246948,9.116004141,865972,971844,956202,903678,859820,988301,466246,1806,741010,2717,132743,359870,371174,326447,59711,1087,93036,51693,816836,468047,430327,329999,235853,334177,806,439,446,484919,834529,289233,1157,529,117,325539,1151,822088,683,363,420,36685,158,315894,338395,381089,663852,26775,478,578317,609,155,110534,338,488,829,467797,265,339,605923,582,693,54528,104780,355,52603,163776,383,218,23,571236,370,186,107,335112,153683,328,318,78,59806,2016,1168,895,1201,134,103275,88,251,174,57100,130,40672,7011,53,14,379,189618,91040,48141,187,422835,88,189018,299104,52030,219381,766,24840,231,472,322,30040,864,72,393739,161799,42,274220,102024,435,775,159,308,24487,635,16631,524843,642,413,32453,207180,57186,46268,858,478,818,444059,298020,628,743,30,1655,394,602763,107,232002,1021,385,89,24152,265,375,279,136823,585,14541,98089,238,426,682,76,284,590,84604,63251,59000,58,136,444,25,60,12933,468463,680,165273,659,99199,215,118389,831,491653,124,174739,234,859,676,115,27,628,553,175405,69,458908,205,30689,78,158135,190,1137,582,51,1222,607,50,389,58058,527,117,1276,83,22252,1023,217,112558,682,126,58,44826,680551,281,59,333,34687,13591,49,651970,105,11320,14471,66563,771,24109,282,99,78955,475,148,18,1254,76,277,3696,55177,613544
Met_neg_1841,476.1085205,10.49631509,160413,153366,152951,141103,142237,129720,13498,153,94,44563,15555,294,21,58429,648,27244,883,82310,121249,65,118,522,664,34284,51013,342,118,308,129169,28,38,225,228,42707,34,126089,48,18289,35736,34573,50862,22805,15040,49714,123155,28837,644,33,357,125812,522,98874,595,8512,92,657,4168,171,455048,435,249,807,159427,11190,381831,189851,67473,626194,128456,463,106140,335,25937,55,299721,306,133573,6262,112685,2665,537,17803,261,812,375,745,468,114111,221,30,178633,29433,23565,2745,3068,15977,275344,64,26,84668,354,63,45,15672,4234,4578,3772,2039,2217,5853,162,22509,102072,54592,77706,3936,18789,361,360,150,4613,4197,16291,528,106829,2972,126,43,9667,4585,33,6477,128631,332,8313,6622,14228,32,26455,73,372,2733,3688,1943,5331,18820,466,25244,564,43159,91,11707,113244,728,190,33,92089,729,853,133,53806,80,565,162308,68384,51,273,276825,191,185,664,30436,22167,346,451,348079,54408,70164,112641,16120,16545,53132,14376,34024,69425,16443,608,57055,279,38236,98307,169506,285,176,21032,28223,33,38062,34551,261,146,366916,695,110410,145269,1676,48756,226,19260,121,805,303,45,33925,290537,72866,318,21425,98,118,265,578,203438,566,525,245010,81,26502,44419,71,128,29344,116769,15553,118652,271,441,29721,11452,480811,54,117842
Met_neg_1843,723.3804932,14.21115174,19079,12441,13334,6652,15043,11657,88020,1059,82,6619,5216,4472,874,88174,4803,750,6640,5419,7659,764,3720,154053,4023,5271,47579,2763,6145,1364,14216,29714,4071,5477,6084,63132,5194,7589,70725,387,3321,2311,3948,2383,1689,3539,7579,1285,7204,2185,4127,46139,1440,830,35070,1267,2478,1723,707,14556,867,1101,4665,4686,4789,1302,5816,6366,6027,4213,225847,3494,2822,472,877,47337,6295,10490,122621,1914,228239,48326,2541,840,38892,44897,3678,3641,5323,5998,1035,48567,66607,3160,73666,816,13717,1674,81205,1064,214453,1885,1263,920,35422,1269,1246,3687,2199,15035,1107,677,1772,20279,194356,4259,45266,267,2624,753,183,707,2052,1531,1705,990,226776,2581,21666,2932,415,8877,489,1503,5320,1344,37306,1466,3279,44902,1390,3649,3608,238647,14801,1723,356,76293,7422,70407,3991,95911,76401,4905,8486,71289,3197,3160,1090,1421,3154,480,1974,940,245164,1947,70182,5685,4680,4109,2177,3774,214083,2997,38822,4210,46771,5501,2260,800,6370,3234,39839,7684,1231,93896,769,101477,3088,2070,1541,5187,9360,3775,45973,3543,1834,1581,55857,1778,56594,2744,1210,3209,38917,7602,125554,5890,1123,583,5021,75529,7477,90888,1650,47234,5566,1047,8217,1467,6253,57716,4815,2588,1211,222350,1744,1830,47939,3340,746,48843,81604,1795,9147,247,1928,52211,33429,6488,50670,6224,3051,15638
Met_neg_1845,693.0976563,6.87852355,NA,1124,2630,2071,1043,2573,NA,5368,NA,639,3669,5071,3941,4800,2828,262,549,843,2001,1858,792,724,2560,372,NA,320,197,1702,607,131,358,271,49,232,186,708,1524,1450,613,1937,77,1520,3637,1119,275,646,1315,2793,478,1261,83,82,31,719,322,4028,1067,62,2273,2055,866,203,NA,158,251,375,NA,NA,35,NA,156,NA,387,68,NA,NA,580,NA,NA,NA,NA,122,NA,NA,762,NA,NA,NA,NA,1338,NA,NA,43,NA,677,531,297,1158,253,NA,NA,80,NA,745,1208,1011,1860,1078,NA,1120,1120,514,271,95,NA,NA,1272,382,2300,549,245,2722,3561,978,1094,1557,1765,373,2424,2980,2249,1534,800,1587,1729,1875,NA,NA,NA,767,NA,450,370,332,913,NA,NA,NA,NA,213,NA,NA,143,104,NA,NA,726,326,1111,342,90,NA,448,NA,NA,NA,236,NA,2813,379,972,NA,1014,159,NA,1904,801,2604,258,110,109,NA,933,526,932,349,100,NA,NA,277,279,NA,NA,NA,NA,74,166,198,519,2216,891,522,NA,NA,NA,NA,NA,NA,45,155,NA,NA,37,NA,NA,NA,942,309,NA,NA,534,NA,NA,2544,NA,301,567,NA,89,250,784,659,NA,NA,707,NA,NA,NA,560,NA,433,3547
Met_neg_1846,448.1820679,5.819920807,547,296,1323,1029,91,1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,407,NA,NA,99,NA,NA,NA,277,213,NA,220,NA,2049,NA,NA,480,200,804,374,NA,NA,NA,NA,NA,48,NA,114,NA,NA,NA,174,NA,NA,216,20,190,NA,NA,NA,120,322,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,241,NA,NA,226,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,NA,326,NA,NA,60,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,67,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,668,NA,NA,841,NA,642,NA,696,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,NA,NA,1005,NA,NA,NA,NA,NA,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,NA,695,1010,NA,NA,NA,79,NA,NA,NA,81,2129
Met_neg_1847,723.1774292,6.937118382,606298,720554,671957,624878,655205,639325,62428,75534,162691,214,247429,93771,70925,53889,185235,790329,574700,143272,617655,83700,502495,874238,339721,300345,141424,347069,539,366481,634613,48446,116806,131287,106066,368945,156921,618361,33877,103328,9552,50018,41526,56699,131814,100429,590072,21319,99101,117058,66408,710,18648,36221,5944,18585,37841,105934,109650,615859,114143,362816,15842,7050,3720,58606,37592,4045,36415,20244,539094,225538,159055,373765,542499,520405,163029,97440,106873,321278,533442,177224,124122,124801,35881,14716,255,154650,91247,552344,110321,45139,48979,32719,138235,249814,278285,93144,61222,75554,511073,27654,160730,332626,314719,344763,87199,75889,121814,53503,100964,69953,169695,30950,495029,87278,140152,359434,93060,116749,1728,1715,78374,668,176975,159031,490702,45925,38582,47213,96280,172520,45317,68463,543014,238684,219301,171004,120457,3209,225703,474284,109771,526955,66463,45263,14663,74638,144452,68358,81524,70517,918,38717,576166,144752,245626,48224,67695,57302,7201,41308,61687,112126,566054,2240,360,129646,34217,23362,85756,42650,529485,48062,79066,15720,49985,17997,627,93064,461957,1097,12720,15009,77118,129171,36547,216215,60434,96324,108341,17666,463825,8071,136164,640,48915,55145,72486,78559,12868,18099,13832,7069,1964,494159,30634,12858,288,10071,28229,137182,93303,54489,930,13476,23328,23212,502140,6660,6173,291619,181498,14921,299,595025,43438,7307,43543,29105,38220,103138,67070,22324,616342,39164,34278,26532,62776,100097,98454,26087,14368,571805
Met_neg_1848,551.1768799,5.936968935,341707,347255,321569,362644,342969,337161,76745,68277,92476,70502,88398,91072,102720,114136,91207,142936,122886,78082,330726,87487,121639,100604,130630,115256,113897,87237,8518,90090,333108,102145,127666,111027,113994,134982,116738,329840,41874,6446,66054,71732,71753,78356,85479,94683,283417,78880,71072,124737,74581,106648,965,65712,79829,54075,51621,78423,47404,283090,272352,139706,78057,62187,55788,39620,48561,70869,80452,79353,235467,92526,87794,40138,48472,67069,73768,88465,82621,60824,225388,44091,42747,56372,66417,39402,71019,46266,62554,228235,44883,53449,50974,55573,47752,39542,38975,7046,51076,35987,221135,9600,40627,36039,50357,47003,32487,39042,39882,26770,34288,34963,30876,42224,215521,61074,68055,56953,46383,53617,33672,38899,55787,63784,65687,48582,245101,37743,44777,49126,44719,50746,38224,37741,249710,45965,44471,29931,62844,71444,71278,69371,62942,244687,23250,31056,34399,64248,57004,45546,46772,53969,7610,35423,283403,56385,66830,38241,24897,38580,25807,39180,41946,30680,227554,40213,45191,66298,74573,53612,66280,48780,235247,40795,66611,86429,54874,85568,63793,105164,240018,4777,51023,47427,35162,61267,76702,59391,76597,49938,34108,74937,234822,68631,59896,67326,44777,56272,52148,52882,59917,43593,46543,47165,58318,233385,67565,66271,7552,47332,23832,61751,56890,48841,45275,72876,156374,78032,280220,58077,80364,81220,56862,4909,71752,302580,82012,63614,52199,57276,2647,84469,4494,76055,338488,34664,49599,64803,59196,81511,70528,114639,76740,280857
